label,independent_units,qipedc_recordings,qipedc_videos,hcmue_videos,vslgh_signers,vslgh_segments,sources,surface_forms
chiều tối,1,1,1,0,0,0,qipedc,chiều tối
cho tôi,6,0,0,0,6,14,vslgh,CHO-TÔI
chong chóng,1,1,1,0,0,0,qipedc,chong chóng
chu vi,1,1,1,0,0,0,qipedc,chu vi
chui,1,1,1,0,0,0,qipedc,chui
chum,1,1,1,0,0,0,qipedc,chum
chung kết,1,1,1,0,0,0,qipedc,chung kết
chung tay,1,1,1,0,0,0,qipedc,chung tay
chuyên biệt,1,1,1,0,0,0,qipedc,chuyên biệt
chuyên cần,1,1,1,0,0,0,qipedc,chuyên cần
chuyên gia,2,2,3,0,0,0,qipedc,chuyên gia
chuyền bóng,1,1,1,0,0,0,qipedc,chuyền bóng
chuyển giao,1,1,1,0,0,0,qipedc,chuyển giao
chuyển hướng,1,1,1,0,0,0,qipedc,chuyển hướng
chuyển vế,1,1,1,0,0,0,qipedc,chuyển vế
chuyển đồ,1,1,1,0,0,0,qipedc,chuyển đồ
chuyển đổi số đo,1,1,1,0,0,0,qipedc,chuyển đổi số đo
chuyển động,1,1,1,0,0,0,qipedc,chuyển động
chuyển động quay,1,1,1,0,0,0,qipedc,chuyển động quay
chuyển động đều,1,1,1,0,0,0,qipedc,chuyển động đều
chuyện lớn,1,1,1,0,0,0,qipedc,chuyện lớn
chuyện nhỏ,1,1,1,0,0,0,qipedc,chuyện nhỏ
chuyện trò,1,1,1,0,0,0,qipedc,chuyện trò
chuông,1,1,1,0,0,0,qipedc,chuông
chuông nhà,1,1,1,0,0,0,qipedc,chuông nhà
chuẩn bị,2,2,3,0,0,0,qipedc,chuẩn bị
chuồng,1,1,1,0,0,0,qipedc,chuồng
chuỗi hạt,1,1,1,0,0,0,qipedc,chuỗi hạt
chuột quang,1,1,1,0,0,0,qipedc,chuột quang
chàng trai,1,1,1,0,0,0,qipedc,chàng trai
chào,7,1,1,0,6,14,qipedc+vslgh,CHÀO | chào
chào cờ,1,1,1,0,0,0,qipedc,chào cờ
chào mừng,1,1,1,0,0,0,qipedc,chào mừng
chày,1,1,1,0,0,0,qipedc,chày
cháo sườn,1,1,1,0,0,0,qipedc,cháo sườn
chát,1,1,1,0,0,0,qipedc,chát
cháu gái,2,2,3,0,0,0,qipedc,cháu gái
cháu họ,3,3,3,0,0,0,qipedc,cháu họ
cháu ngoại,5,3,3,2,0,0,qipedc+hcmue,cháu ngoại
cháu nội,3,3,3,0,0,0,qipedc,cháu nội
cháu trai,2,2,2,0,0,0,qipedc,cháu trai
cháy rừng,1,1,1,0,0,0,qipedc,cháy rừng
châm chọc,1,1,1,0,0,0,qipedc,châm chọc
châm cứu,3,3,3,0,0,0,qipedc,châm cứu
chân,6,0,0,0,6,14,vslgh,CHÂN
chân dung,1,1,1,0,0,0,qipedc,chân dung
chân răng,6,0,0,0,6,14,vslgh,CHÂN-RĂNG
chân tay,1,1,1,0,0,0,qipedc,chân tay
chân vịt,1,0,0,1,0,0,hcmue,chân vịt
chân đất,1,1,1,0,0,0,qipedc,chân đất
châu á thái bình dương,1,1,1,0,0,0,qipedc,Châu Á Thái Bình Dương
châu đại dương,1,1,1,0,0,0,qipedc,Châu Đại Dương
chè đỗ đỏ,1,1,1,0,0,0,qipedc,chè đỗ đỏ
chèn,1,0,0,1,0,0,hcmue,chèn
chèn ép,1,1,1,0,0,0,qipedc,chèn ép
chèo thuyền,1,1,1,0,0,0,qipedc,chèo thuyền
chém,1,1,1,0,0,0,qipedc,chém
chén,1,1,1,0,0,0,qipedc,chén
chép bài,1,1,1,0,0,0,qipedc,chép bài
chìa khóa,1,1,1,0,0,0,qipedc,chìa khóa
chín,2,1,1,1,0,0,qipedc+hcmue,Chín | chín
chín mươi,1,0,0,1,0,0,hcmue,Chín mươi
chính phủ,2,2,2,0,0,0,qipedc,chính phủ
chính quyền,1,1,1,0,0,0,qipedc,chính quyền
chính trị,1,0,0,1,0,0,hcmue,chính trị
chính tả,1,1,1,0,0,0,qipedc,chính tả
chính xác,2,2,3,0,0,0,qipedc,chính xác
chó cắn,1,1,1,0,0,0,qipedc,chó cắn
chó sói,1,1,1,0,0,0,qipedc,chó sói
chó xù,1,1,1,0,0,0,qipedc,chó xù
chóng mặt,6,0,0,0,6,14,vslgh,CHÓNG-MẶT
chông,1,0,0,1,0,0,hcmue,chông
chõ xôi,1,1,1,0,0,0,qipedc,chõ xôi
chùa,3,3,3,0,0,0,qipedc,chùa
chùa hương,1,1,1,0,0,0,qipedc,chùa Hương
chùa một cột,1,1,1,0,0,0,qipedc,chùa Một Cột
chùa yên tử,1,1,1,0,0,0,qipedc,chùa Yên Tử
chùm hoa,1,1,1,0,0,0,qipedc,chùm hoa
chùm khế,1,1,1,0,0,0,qipedc,chùm khế
chùm nho,1,1,1,0,0,0,qipedc,chùm nho
chùm vải,1,1,1,0,0,0,qipedc,chùm vải
chú ( người),1,1,1,0,0,0,qipedc,chú ( người)
chú hề,1,1,1,0,0,0,qipedc,chú hề
chú rể,1,1,1,0,0,0,qipedc,chú rể
chú tễu,1,1,1,0,0,0,qipedc,chú tễu
chú ý,1,1,1,0,0,0,qipedc,chú ý
chúc mừng,2,2,3,0,0,0,qipedc,chúc mừng
chúc thọ,2,2,3,0,0,0,qipedc,chúc thọ
chúc tết,3,3,3,0,0,0,qipedc,chúc tết
chúi đầu,1,1,1,0,0,0,qipedc,chúi đầu
chúng em,3,0,0,3,0,0,hcmue,chúng em
chúng tôi (2 người) (đại từ),1,1,1,0,0,0,qipedc,chúng tôi (2 người) (đại từ)
chúng tôi (3 người) (đại từ),1,1,1,0,0,0,qipedc,chúng tôi (3 người) (đại từ)
chúng tôi (4 người) (đại từ),1,1,1,0,0,0,qipedc,chúng tôi (4 người) (đại từ)
chúng tôi (5 người) (đại từ),1,1,1,0,0,0,qipedc,chúng tôi (5 người) (đại từ)
chúng tôi (đại từ),1,1,1,0,0,0,qipedc,chúng tôi (đại từ)
chăm học,1,1,1,0,0,0,qipedc,chăm học
chăm sóc sức khỏe,3,3,3,0,0,0,qipedc,chăm sóc sức khỏe
chăn (cái chăn),2,2,3,0,0,0,qipedc,chăn (cái chăn)
chăn nuôi,3,3,3,0,0,0,qipedc,chăn nuôi
chơi,1,1,2,0,0,0,qipedc,chơi
chưa,6,0,0,0,6,84,vslgh,CHƯA
chưa có,6,0,0,0,6,14,vslgh,CHƯA-CÓ
chương trình,1,1,1,0,0,0,qipedc,chương trình
chạy,1,1,1,0,0,0,qipedc,chạy
chạy (động vật),1,1,1,0,0,0,qipedc,chạy (động vật)
chạy bàn,1,1,1,0,0,0,qipedc,chạy bàn
chạy chậm,1,1,1,0,0,0,qipedc,chạy chậm
chạy nhanh,1,1,1,0,0,0,qipedc,chạy nhanh
chạy tiếp sức,1,0,0,1,0,0,hcmue,chạy tiếp sức
chả cá,2,2,3,0,0,0,qipedc,chả cá
chảo,2,2,3,0,0,0,qipedc,chảo
chảy máu,6,0,0,0,6,14,vslgh,CHẢY-MÁU
chấm dứt,1,1,1,0,0,0,qipedc,chấm dứt
chấm điểm,1,1,1,0,0,0,qipedc,chấm điểm
chấp hành,1,0,0,1,0,0,hcmue,chấp hành
chất dẻo,1,1,1,0,0,0,qipedc,chất dẻo
chất hữu cơ,1,1,1,0,0,0,qipedc,chất hữu cơ
chất lượng,1,1,1,0,0,0,qipedc,chất lượng
chất lỏng,1,1,1,0,0,0,qipedc,chất lỏng
chất rắn,1,1,1,0,0,0,qipedc,chất rắn
chất thải,1,1,1,0,0,0,qipedc,chất thải
chất đốt,1,1,1,0,0,0,qipedc,chất đốt
chất độc,1,1,1,0,0,0,qipedc,chất độc
chất độc màu da cam,1,1,1,0,0,0,qipedc,chất độc màu da cam
chậm,6,0,0,0,6,14,vslgh,CHẬM
chậm chạp,1,1,1,0,0,0,qipedc,chậm chạp
chật chội,1,1,1,0,0,0,qipedc,chật chội
chậu,1,1,1,0,0,0,qipedc,chậu
chặn,1,1,1,0,0,0,qipedc,chặn
chặt,2,2,3,0,0,0,qipedc,chặt
chặt chẽ,1,1,1,0,0,0,qipedc,chặt chẽ
chế độ xem bình thường,1,0,0,1,0,0,hcmue,chế độ xem bình thường
chỉ,1,1,1,0,0,0,qipedc,chỉ
chỉ dẫn,1,1,1,0,0,0,qipedc,chỉ dẫn
chỉ huy,1,1,1,0,0,0,qipedc,chỉ huy
chỉ khâu,1,1,1,0,0,0,qipedc,chỉ khâu
chỉ định,6,0,0,0,6,42,vslgh,CHỈ-ĐỊNH
chỉnh sửa,1,1,1,0,0,0,qipedc,chỉnh sửa
chị,3,2,3,1,0,0,qipedc+hcmue,chị
chị chồng,2,2,2,0,0,0,qipedc,chị chồng
chị dâu,1,1,1,0,0,0,qipedc,chị dâu
chị gái,1,0,0,1,0,0,hcmue,chị gái
"chị hai, chị cả",2,2,3,0,0,0,qipedc,"chị hai, chị cả"
chị họ,2,2,3,0,0,0,qipedc,chị họ
chọi gà,1,1,1,0,0,0,qipedc,chọi gà
chọi trâu,1,1,1,0,0,0,qipedc,chọi trâu
chọn,1,0,0,1,0,0,hcmue,chọn
chọn lọc,1,1,1,0,0,0,qipedc,chọn lọc
chọn lựa,1,1,1,0,0,0,qipedc,chọn lựa
chống đối,2,2,3,0,0,0,qipedc,chống đối
chồi non,1,1,1,0,0,0,qipedc,chồi non
chồng (vợ chồng),1,0,0,1,0,0,hcmue,chồng (vợ chồng)
chỗ khác,6,0,0,0,6,14,vslgh,CHỖ-KHÁC
chớp mắt,1,1,1,0,0,0,qipedc,chớp mắt
chờ,6,0,0,0,6,55,vslgh,CHỜ
chợ bến thành,1,1,1,0,0,0,qipedc,chợ Bến Thành
chợ nổi,1,1,1,0,0,0,qipedc,chợ nổi
chợ nổi cái bè,1,1,1,0,0,0,qipedc,chợ nổi Cái Bè
chợ nổi cái răng,1,1,1,0,0,0,qipedc,chợ nổi Cái Răng
chục,1,1,1,0,0,0,qipedc,chục
chục nghìn,1,1,1,0,0,0,qipedc,chục nghìn
chục triệu,1,1,1,0,0,0,qipedc,chục triệu
chụp,6,0,0,0,6,42,vslgh,CHỤP
chụp đèn,1,1,1,0,0,0,qipedc,chụp đèn
chụp ảnh,1,1,1,0,0,0,qipedc,chụp ảnh
chủ nghĩa xã hội,1,1,1,0,0,0,qipedc,chủ nghĩa xã hội
chủ ngữ,1,1,1,0,0,0,qipedc,chủ ngữ
chủ nhiệm,1,1,1,0,0,0,qipedc,chủ nhiệm
chủ nhật,1,0,0,1,0,0,hcmue,chủ nhật
chủ tịch,2,2,3,0,0,0,qipedc,chủ tịch
chủ đề,1,1,1,0,0,0,qipedc,chủ đề
chủ động,1,1,1,0,0,0,qipedc,chủ động
chức năng,7,1,1,0,6,27,qipedc+vslgh,CHỨC-NĂNG | chức năng
chức vụ,1,1,1,0,0,0,qipedc,chức vụ
chứng cớ,1,1,1,0,0,0,qipedc,chứng cớ
chứng kiến,1,1,1,0,0,0,qipedc,chứng kiến
chứng minh,1,1,1,0,0,0,qipedc,chứng minh
chứng nhận,1,1,1,0,0,0,qipedc,chứng nhận
chữ,7,1,1,0,6,28,qipedc+vslgh,CHỮ | chữ
chữ chi,1,0,0,1,0,0,hcmue,chữ chi
chữ cái,1,1,1,0,0,0,qipedc,chữ cái
chữ hoa,1,1,1,0,0,0,qipedc,chữ hoa
chữ viết,1,1,1,0,0,0,qipedc,chữ viết
chữ đậm,1,0,0,1,0,0,hcmue,chữ đậm
chữa bài,2,2,3,0,0,0,qipedc,chữa bài
chữa bệnh,1,1,1,0,0,0,qipedc,chữa bệnh
chữa cháy,1,1,1,0,0,0,qipedc,chữa cháy
co dãn,1,1,1,0,0,0,qipedc,co dãn
co giật,1,1,1,0,0,0,qipedc,co giật
cocacola,1,1,1,0,0,0,qipedc,Cocacola
coi thường,1,1,1,0,0,0,qipedc,coi thường
con,6,0,0,0,6,56,vslgh,CON
con ba ba,1,1,1,0,0,0,qipedc,con ba ba
con bê,3,3,3,0,0,0,qipedc,con bê
con bò,2,2,3,0,0,0,qipedc,con bò
con bướm,1,1,1,0,0,0,qipedc,con bướm
con chim,1,1,1,0,0,0,qipedc,con chim
con chuồn chuồn,1,1,1,0,0,0,qipedc,con chuồn chuồn
con chuột,2,2,3,0,0,0,qipedc,con chuột
con chuột nhắt,1,1,1,0,0,0,qipedc,con chuột nhắt
con chó,2,2,3,0,0,0,qipedc,con chó
con chồn,1,1,1,0,0,0,qipedc,con chồn
con cua,1,1,1,0,0,0,qipedc,con cua
con cá,2,2,3,0,0,0,qipedc,con cá
con cá sấu,1,1,1,0,0,0,qipedc,con cá sấu
con cái,1,0,0,1,0,0,hcmue,con cái
con cò,1,1,1,0,0,0,qipedc,con cò
con cóc,1,1,1,0,0,0,qipedc,con cóc
con công,1,1,1,0,0,0,qipedc,con công
con cú mèo,1,1,1,0,0,0,qipedc,con cú mèo
con cọp,2,2,3,0,0,0,qipedc,con cọp
con cừu,1,1,1,0,0,0,qipedc,con cừu
con dâu,1,1,1,0,0,0,qipedc,con dâu
con dê,1,1,1,0,0,0,qipedc,con dê
con dế,1,1,1,0,0,0,qipedc,con dế
con ghẹ,1,1,1,0,0,0,qipedc,con ghẹ
con gián,1,1,1,0,0,0,qipedc,con gián
con gà,1,1,1,0,0,0,qipedc,con gà
con gái,2,1,1,1,0,0,qipedc+hcmue,con gái
con gấu,1,1,1,0,0,0,qipedc,con gấu
con hoẵng,1,1,1,0,0,0,qipedc,con hoẵng
con hàu,1,1,1,0,0,0,qipedc,con hàu
con hươu,1,1,1,0,0,0,qipedc,con hươu
con khỉ,1,1,1,0,0,0,qipedc,con khỉ
con kiến,2,2,3,0,0,0,qipedc,con kiến
con lươn,1,1,1,0,0,0,qipedc,con lươn
con lợn (con heo),3,3,3,0,0,0,qipedc,con lợn (con heo)
con muỗi,2,2,3,0,0,0,qipedc,con muỗi
con mèo,2,2,3,0,0,0,qipedc,con mèo
con mực,1,1,1,0,0,0,qipedc,con mực
con nai,1,1,1,0,0,0,qipedc,con nai
con người,2,2,3,0,0,0,qipedc,con người
con ngỗng,1,1,1,0,0,0,qipedc,con ngỗng
con ngựa,2,2,3,0,0,0,qipedc,con ngựa
con nhím,1,1,1,0,0,0,qipedc,con nhím
con nuôi,3,3,3,0,0,0,qipedc,con nuôi
con ong,1,1,2,0,0,0,qipedc,con ong
con quạ,1,1,1,0,0,0,qipedc,con quạ
con ruồi,1,1,1,0,0,0,qipedc,con ruồi
con rùa,1,1,1,0,0,0,qipedc,con rùa
con rắn,1,1,1,0,0,0,qipedc,con rắn
con rối,1,1,1,0,0,0,qipedc,con rối
con sâu,1,1,1,0,0,0,qipedc,con sâu
con sò,1,1,1,0,0,0,qipedc,con sò
con sóc,1,1,1,0,0,0,qipedc,con sóc
con sói,1,1,1,0,0,0,qipedc,con sói
con sông,1,1,1,0,0,0,qipedc,con sông
con sư tử,2,2,2,0,0,0,qipedc,con sư tử
con số,1,1,1,0,0,0,qipedc,con số
con tem,1,1,1,0,0,0,qipedc,con tem
con thỏ,1,1,1,0,0,0,qipedc,con thỏ
con trai,2,1,1,1,0,0,qipedc+hcmue,con trai
con trai (động vật),1,1,1,0,0,0,qipedc,con trai (động vật)
con trăn,1,1,1,0,0,0,qipedc,con trăn
con trỏ,1,1,1,0,0,0,qipedc,con trỏ
con tôm,2,2,3,0,0,0,qipedc,con tôm
con voi,2,2,3,0,0,0,qipedc,con voi
con vượn,1,1,1,0,0,0,qipedc,con vượn
con vẹt,1,1,1,0,0,0,qipedc,con vẹt
con vịt,1,1,1,0,0,0,qipedc,con vịt
con đom đóm,1,1,1,0,0,0,qipedc,con đom đóm
con đường,1,1,1,0,0,0,qipedc,con đường
con đẻ,1,1,1,0,0,0,qipedc,con đẻ
con ếch,3,3,3,0,0,0,qipedc,con ếch
con ốc,1,1,1,0,0,0,qipedc,con ốc
cong,1,1,1,0,0,0,qipedc,cong
cu ba (nước cu ba),1,1,1,0,0,0,qipedc,Cu ba (nước Cu ba)
cua đồng,1,1,1,0,0,0,qipedc,cua đồng
cung cấp,1,1,1,0,0,0,qipedc,cung cấp
cung tên,1,1,1,0,0,0,qipedc,cung tên
cung điện,2,2,3,0,0,0,qipedc,cung điện
cuối cùng,6,0,0,0,6,14,vslgh,CUỐI-CÙNG
cuối năm,1,1,1,0,0,0,qipedc,cuối năm
cuối tháng,1,1,1,0,0,0,qipedc,cuối tháng
cuối tuần,1,1,1,0,0,0,qipedc,cuối tuần
cuốn,1,1,1,0,0,0,qipedc,cuốn
cuống hoa,1,1,1,0,0,0,qipedc,cuống hoa
cuống lá,1,1,1,0,0,0,qipedc,cuống lá
cuộc sống,1,1,1,0,0,0,qipedc,cuộc sống
cuộc đời,1,1,1,0,0,0,qipedc,cuộc đời
cuộn chỉ,1,0,0,1,0,0,hcmue,cuộn chỉ
cuộn giấy vệ sinh,1,1,1,0,0,0,qipedc,cuộn giấy vệ sinh
cà mau,1,1,1,0,0,0,qipedc,Cà Mau
cà vạt,1,0,0,1,0,0,hcmue,cà vạt
cày,1,1,1,0,0,0,qipedc,cày
cày ruộng,1,1,1,0,0,0,qipedc,cày ruộng
cá kho,3,3,3,0,0,0,qipedc,cá kho
cá kiếm,1,1,1,0,0,0,qipedc,cá kiếm
cá mập,1,1,1,0,0,0,qipedc,cá mập
cá voi,1,1,1,0,0,0,qipedc,cá voi
các bạn,1,1,1,0,0,0,qipedc,các bạn
các bạn (2 người),1,1,1,0,0,0,qipedc,các bạn (2 người)
cách ly,1,1,1,0,0,0,qipedc,cách ly
cách mạng,1,0,0,1,0,0,hcmue,cách mạng
cái bè,1,1,1,0,0,0,qipedc,cái bè
cái gùi,1,1,1,0,0,0,qipedc,cái gùi
cái gương,2,2,3,0,0,0,qipedc,cái gương
cái neo,1,1,1,0,0,0,qipedc,cái neo
cái nhíp,1,1,1,0,0,0,qipedc,cái nhíp
cái túi,1,1,1,0,0,0,qipedc,cái túi
cái vợt cá,1,1,1,0,0,0,qipedc,cái vợt cá
cánh buồm,1,1,1,0,0,0,qipedc,cánh buồm
cánh tay,1,1,1,0,0,0,qipedc,cánh tay
cáp treo,1,1,1,0,0,0,qipedc,cáp treo
cát,1,1,1,0,0,0,qipedc,cát
cân,6,0,0,0,6,14,vslgh,CÂN
cân nặng,6,0,0,0,6,14,vslgh,CÂN-NẶNG
câu chuyện,1,1,1,0,0,0,qipedc,câu chuyện
câu cá,1,1,1,0,0,0,qipedc,câu cá
câu ghép,1,1,1,0,0,0,qipedc,câu ghép
câu thơ,2,2,3,0,0,0,qipedc,câu thơ
câu văn,1,1,1,0,0,0,qipedc,câu văn
câu đơn,1,1,1,0,0,0,qipedc,câu đơn
câu đố,1,1,1,0,0,0,qipedc,câu đố
câu đối,1,1,1,0,0,0,qipedc,câu đối
cây bàng,2,2,2,0,0,0,qipedc,cây bàng
cây cọ,1,1,1,0,0,0,qipedc,cây cọ
cây cối,1,1,1,0,0,0,qipedc,cây cối
cây cổ thụ,2,2,3,0,0,0,qipedc,cây cổ thụ
cây gỗ,1,1,1,0,0,0,qipedc,cây gỗ
cây khế,1,1,1,0,0,0,qipedc,cây khế
cây ngô,2,2,3,0,0,0,qipedc,cây ngô
cây nến,1,1,1,0,0,0,qipedc,cây nến
cây phượng,2,2,3,0,0,0,qipedc,cây phượng
cây sả,1,1,1,0,0,0,qipedc,cây sả
cây số,1,1,1,0,0,0,qipedc,cây số
cây thân gỗ,2,2,3,0,0,0,qipedc,cây thân gỗ
cây thông,1,1,1,0,0,0,qipedc,cây thông
cây tre,1,1,1,0,0,0,qipedc,cây tre
cây trồng,1,1,1,0,0,0,qipedc,cây trồng
cây xanh,1,1,1,0,0,0,qipedc,cây xanh
cây xanh tươi,2,2,3,0,0,0,qipedc,cây xanh tươi
cây ăn quả,2,2,3,0,0,0,qipedc,cây ăn quả
cây đa,1,1,1,0,0,0,qipedc,cây đa
cãi nhau,1,1,1,0,0,0,qipedc,cãi nhau
còi,1,1,1,0,0,0,qipedc,còi
còi xương,1,1,1,0,0,0,qipedc,còi xương
còn,6,0,0,0,6,14,vslgh,CÒN
còn bạn?,1,1,1,0,0,0,qipedc,còn bạn?
còng,1,1,1,0,0,0,qipedc,còng
còng (cái còng),1,1,1,0,0,0,qipedc,còng (cái còng)
có,7,0,0,1,6,231,hcmue+vslgh,CÓ | có
có chưa,6,0,0,0,6,14,vslgh,CÓ-CHƯA
có không,6,0,0,0,6,350,vslgh,CÓ-KHÔNG
có phải,6,0,0,0,6,14,vslgh,CÓ-PHẢI
có thế,6,0,0,0,6,14,vslgh,CÓ-THẾ
có ích,1,1,1,0,0,0,qipedc,có ích
có … không?,1,1,1,0,0,0,qipedc,có … không?
cô,1,0,0,1,0,0,hcmue,cô
cô dâu,1,1,1,0,0,0,qipedc,cô dâu
cô giáo,2,2,3,0,0,0,qipedc,cô giáo
cô lôm bi a (nước cô lôm bi a),1,1,1,0,0,0,qipedc,Cô-lôm-bi-a (nước Cô-lôm-bi-a)
cô vy (covid),1,1,1,0,0,0,qipedc,Cô vy (covid)
cô đơn,1,1,1,0,0,0,qipedc,cô đơn
côn trùng,1,1,1,0,0,0,qipedc,côn trùng
công bằng,1,1,1,0,0,0,qipedc,công bằng
công chúa,1,1,1,0,0,0,qipedc,công chúa
công cộng,1,1,1,0,0,0,qipedc,công cộng
công cụ,1,1,1,0,0,0,qipedc,công cụ
công nghiệp,2,2,3,0,0,0,qipedc,công nghiệp
công nhận,1,1,1,0,0,0,qipedc,công nhận
công sức,1,1,1,0,0,0,qipedc,công sức
công thức,1,1,1,0,0,0,qipedc,công thức
công trường,1,1,1,0,0,0,qipedc,công trường
công tắc,1,1,1,0,0,0,qipedc,công tắc
công viên,2,2,3,0,0,0,qipedc,công viên
công việc,1,1,1,0,0,0,qipedc,công việc
công văn,1,1,1,0,0,0,qipedc,công văn
công ước,1,1,1,0,0,0,qipedc,công ước
cõng,1,1,1,0,0,0,qipedc,cõng
cù,1,1,1,0,0,0,qipedc,cù
cùi chỏ,1,1,1,0,0,0,qipedc,cùi chỏ
cùng,6,0,0,0,6,14,vslgh,CÙNG
cùng / với (giới từ),1,1,1,0,0,0,qipedc,cùng / với (giới từ)
cúc áo,1,1,1,0,0,0,qipedc,cúc áo
cúi,1,1,1,0,0,0,qipedc,cúi
căm thù,1,1,1,0,0,0,qipedc,căm thù
căn cứ,1,0,0,1,0,0,hcmue,căn cứ
cũng vậy/cũng thế,1,1,1,0,0,0,qipedc,cũng vậy/cũng thế
cơ bản,6,0,0,0,6,26,vslgh,CƠ-BẢN
cơ bắp,1,1,1,0,0,0,qipedc,cơ bắp
cơ hội,2,2,3,0,0,0,qipedc,cơ hội
cơ quan,1,1,1,0,0,0,qipedc,cơ quan
cơ sở,1,1,1,0,0,0,qipedc,cơ sở
cơ thể,1,1,1,0,0,0,qipedc,cơ thể
cơm,1,1,1,0,0,0,qipedc,cơm
cơm bình dân,3,3,3,0,0,0,qipedc,cơm bình dân
cơm hộp,1,1,1,0,0,0,qipedc,cơm hộp
cơm rang,1,1,1,0,0,0,qipedc,cơm rang
cưa,1,1,1,0,0,0,qipedc,cưa
cưa (cái cưa),1,1,1,0,0,0,qipedc,cưa (cái cưa)
cướp,2,2,3,0,0,0,qipedc,cướp
cướp biển,1,1,1,0,0,0,qipedc,cướp biển
cướp cờ,1,1,1,0,0,0,qipedc,cướp cờ
cướp giật,1,1,1,0,0,0,qipedc,cướp giật
cười nhếch mép,1,1,1,0,0,0,qipedc,cười nhếch mép
cười vỡ bụng,1,1,1,0,0,0,qipedc,cười vỡ bụng
cưỡi ngựa,1,1,1,0,0,0,qipedc,cưỡi ngựa
cạnh,1,1,1,0,0,0,qipedc,cạnh
cạnh bên (toán),1,1,1,0,0,0,qipedc,cạnh bên (toán)
cạnh tranh,1,1,1,0,0,0,qipedc,cạnh tranh
cạnh đáy,1,1,1,0,0,0,qipedc,cạnh đáy
cạnh đối diện,1,1,1,0,0,0,qipedc,cạnh đối diện
cạo răng,6,0,0,0,6,14,vslgh,CẠO-RĂNG
cả ngày,1,1,1,0,0,0,qipedc,cả ngày
cảm thấy,6,0,0,0,6,112,vslgh,CẢM-THẤY
cảm ơn,6,0,0,0,6,14,vslgh,CẢM-ƠN
cảng hải phòng,1,1,1,0,0,0,qipedc,cảng Hải Phòng
cảng sài gòn,1,1,1,0,0,0,qipedc,cảng Sài Gòn
cảnh giác,1,1,1,0,0,0,qipedc,cảnh giác
cảnh vật,1,1,1,0,0,0,qipedc,cảnh vật
cấm,1,0,0,1,0,0,hcmue,cấm
cấp cứu,1,1,1,0,0,0,qipedc,cấp cứu
cấp dưỡng,1,1,1,0,0,0,qipedc,cấp dưỡng
cất giấu,1,1,1,0,0,0,qipedc,cất giấu
cất giữ,1,1,1,0,0,0,qipedc,cất giữ
cất tiếng khóc,1,1,1,0,0,0,qipedc,cất tiếng khóc
cất tiếng nói,1,1,1,0,0,0,qipedc,cất tiếng nói
cấy,1,1,1,0,0,0,qipedc,cấy
cấy lúa,1,1,1,0,0,0,qipedc,cấy lúa
cầm,6,0,0,0,6,14,vslgh,CẦM
cần,6,0,0,0,6,153,vslgh,CẦN
cần không,6,0,0,0,6,262,vslgh,CẦN-KHÔNG
cần không?,2,2,3,0,0,0,qipedc,cần không?
cần khởi động,1,1,1,0,0,0,qipedc,cần khởi động
cầu (cây cầu),1,1,1,0,0,0,qipedc,cầu (cây cầu)
cầu cứu,1,1,1,0,0,0,qipedc,cầu cứu
cầu giao,1,1,1,0,0,0,qipedc,cầu giao
cầu kì,1,1,1,0,0,0,qipedc,cầu kì
cầu long biên,1,1,1,0,0,0,qipedc,cầu Long Biên
cầu lông,1,0,0,1,0,0,hcmue,cầu lông
cầu nguyện,1,1,1,0,0,0,qipedc,cầu nguyện
cầu phao,1,0,0,1,0,0,hcmue,cầu phao
cầu thang,1,1,1,0,0,0,qipedc,cầu thang
cầu thê húc (hồ gươm),1,1,1,0,0,0,qipedc,cầu Thê Húc (Hồ Gươm)
cầu thủ,1,1,1,0,0,0,qipedc,cầu thủ
cầu tre,1,1,1,0,0,0,qipedc,cầu tre
cầu trượt,1,1,1,0,0,0,qipedc,cầu trượt
cầu vượt,2,1,1,1,0,0,qipedc+hcmue,cầu vượt
cầu vồng,1,0,0,1,0,0,hcmue,cầu vồng
cận thị,6,0,0,0,6,14,vslgh,CẬN-THỊ
cắm trại,1,1,1,0,0,0,qipedc,cắm trại
cắt,1,0,0,1,0,0,hcmue,cắt
cắt lông mũi,1,1,1,0,0,0,qipedc,cắt lông mũi
cắt nhau,1,1,1,0,0,0,qipedc,cắt nhau
cắt vải,1,0,0,1,0,0,hcmue,cắt vải
cặp sách,1,1,1,0,0,0,qipedc,cặp sách
cặp tóc,1,1,1,0,0,0,qipedc,cặp tóc
cỏ,2,2,3,0,0,0,qipedc,cỏ
cỏ may,1,1,1,0,0,0,qipedc,cỏ may
cố gắng,2,2,3,0,0,0,qipedc,cố gắng
cố ý (như cố tình),1,1,1,0,0,0,qipedc,cố ý (như cố tình)
cố đô huế,1,1,1,0,0,0,qipedc,Cố đô Huế
cố định,1,1,1,0,0,0,qipedc,cố định
cốc,1,1,1,0,0,0,qipedc,cốc
cối giã,1,1,1,0,0,0,qipedc,cối giã
cối xay gió,1,1,1,0,0,0,qipedc,cối xay gió
cối xay lúa,1,1,1,0,0,0,qipedc,cối xay lúa
cốm,1,1,1,0,0,0,qipedc,cốm
cống,1,1,1,0,0,0,qipedc,cống
cốp xe,1,1,1,0,0,0,qipedc,cốp xe
cổ,1,1,1,0,0,0,qipedc,cổ
cổ chân,1,1,1,0,0,0,qipedc,cổ chân
cổ họng,1,1,1,0,0,0,qipedc,cổ họng
